"ID";"RegioS";"Perioden";"GemiddeldeWOZWaardeVanWoningen_98"
"13229";"GM0687";"2000JJ00";"      72"
"13230";"GM0687";"2001JJ00";"     102"
"13231";"GM0687";"2002JJ00";"     103"
"13232";"GM0687";"2003JJ00";"     104"
"13233";"GM0687";"2004JJ00";"     104"
"13234";"GM0687";"2005JJ00";"     137"
"13235";"GM0687";"2006JJ00";"     137"
"13236";"GM0687";"2007JJ00";"     161"
"13237";"GM0687";"2008JJ00";"     172"
"13238";"GM0687";"2009JJ00";"     178"
"13239";"GM0687";"2010JJ00";"     178"
"13240";"GM0687";"2011JJ00";"     176"
"13241";"GM0687";"2012JJ00";"     188"
"13242";"GM0687";"2013JJ00";"     184"
"13243";"GM0687";"2014JJ00";"     177"
"13244";"GM0687";"2015JJ00";"     172"
"13245";"GM0687";"2016JJ00";"     172"
"13246";"GM0687";"2017JJ00";"     177"
"13247";"GM0687";"2018JJ00";"     181"
"13248";"GM0687";"2019JJ00";"     189"
"13249";"GM0687";"2020JJ00";"     200"
"13250";"GM0687";"2021JJ00";"     213"
"13251";"GM0687";"2022JJ00";"     231"
"13252";"GM0687";"2023JJ00";"     259"
"13253";"GM0559";"1995JJ00";"       ."
"13254";"GM0559";"1996JJ00";"       ."
"13255";"GM0559";"1997JJ00";"      78"
"13256";"GM0559";"1998JJ00";"      78"
"13257";"GM0559";"1999JJ00";"      78"
"13258";"GM0559";"2000JJ00";"      79"
"13259";"GM0559";"2001JJ00";"     119"
"13260";"GM0559";"2002JJ00";"     120"
"13261";"GM0559";"2003JJ00";"     120"
"13262";"GM0559";"2004JJ00";"     121"
"13263";"GM0559";"2005JJ00";"     182"
"13264";"GM0559";"2006JJ00";"     184"
"13265";"GM0559";"2007JJ00";"     207"
"13266";"GM0559";"2008JJ00";"     217"
"13267";"GM0559";"2009JJ00";"     236"
"13268";"GM0559";"2010JJ00";"     233"
"13269";"GM0559";"2011JJ00";"     229"
"13270";"GM0559";"2012JJ00";"     223"
"13271";"GM0559";"2013JJ00";""
"13272";"GM0559";"2014JJ00";""
"13273";"GM0559";"2015JJ00";""
"13274";"GM0559";"2016JJ00";""
"13275";"GM0559";"2017JJ00";""
"13276";"GM0559";"2018JJ00";""
"13277";"GM0559";"2019JJ00";""
"13278";"GM0559";"2020JJ00";""
"13279";"GM0559";"2021JJ00";""
"13280";"GM0559";"2022JJ00";""
"13281";"GM0559";"2023JJ00";""
"13282";"GM1842";"1995JJ00";""
"13283";"GM1842";"1996JJ00";""
"13284";"GM1842";"1997JJ00";""
"13285";"GM1842";"1998JJ00";""
"13286";"GM1842";"1999JJ00";""
"13287";"GM1842";"2000JJ00";""
"13288";"GM1842";"2001JJ00";""
"13289";"GM1842";"2002JJ00";""
"13290";"GM1842";"2003JJ00";""
"13291";"GM1842";"2004JJ00";"     175"
"13292";"GM1842";"2005JJ00";"     269"
"13293";"GM1842";"2006JJ00";"     272"
"13294";"GM1842";"2007JJ00";"     294"
"13295";"GM1842";"2008JJ00";"     308"
"13296";"GM1842";"2009JJ00";"     317"
"13297";"GM1842";"2010JJ00";"     326"
"13298";"GM1842";"2011JJ00";"     317"
"13299";"GM1842";"2012JJ00";"     307"
"13300";"GM1842";"2013JJ00";"     297"
"13301";"GM1842";"2014JJ00";"     281"
"13302";"GM1842";"2015JJ00";"     276"
"13303";"GM1842";"2016JJ00";"     280"
"13304";"GM1842";"2017JJ00";"     282"
"13305";"GM1842";"2018JJ00";"     304"
"13306";"GM1842";"2019JJ00";"     324"
"13307";"GM1842";"2020JJ00";"     356"
"13308";"GM1842";"2021JJ00";"     385"
"13309";"GM1842";"2022JJ00";"     419"
"13310";"GM1842";"2023JJ00";"     469"
"13311";"GM1731";"1995JJ00";""
"13312";"GM1731";"1996JJ00";""
"13313";"GM1731";"1997JJ00";""
"13314";"GM1731";"1998JJ00";""
"13315";"GM1731";"1999JJ00";""
"13316";"GM1731";"2000JJ00";"      72"
"13317";"GM1731";"2001JJ00";"     125"
"13318";"GM1731";"2002JJ00";"     125"
"13319";"GM1731";"2003JJ00";"     125"
"13320";"GM1731";"2004JJ00";"     127"
"13321";"GM1731";"2005JJ00";"     182"
"13322";"GM1731";"2006JJ00";"     188"
"13323";"GM1731";"2007JJ00";"     207"
"13324";"GM1731";"2008JJ00";"     218"
"13325";"GM1731";"2009JJ00";"     226"
"13326";"GM1731";"2010JJ00";"     228"
"13327";"GM1731";"2011JJ00";"     227"
"13328";"GM1731";"2012JJ00";"     222"
"13329";"GM1731";"2013JJ00";"     213"
"13330";"GM1731";"2014JJ00";"     202"
"13331";"GM1731";"2015JJ00";"     194"
"13332";"GM1731";"2016JJ00";"     192"
"13333";"GM1731";"2017JJ00";"     196"
"13334";"GM1731";"2018JJ00";"     201"
"13335";"GM1731";"2019JJ00";"     220"
"13336";"GM1731";"2020JJ00";"     231"
"13337";"GM1731";"2021JJ00";"     244"
"13338";"GM1731";"2022JJ00";"     265"
"13339";"GM1731";"2023JJ00";"     299"
"13340";"GM1952";"1995JJ00";""
"13341";"GM1952";"1996JJ00";""
"13342";"GM1952";"1997JJ00";""
"13343";"GM1952";"1998JJ00";""
"13344";"GM1952";"1999JJ00";""
"13345";"GM1952";"2000JJ00";""
"13346";"GM1952";"2001JJ00";""
"13347";"GM1952";"2002JJ00";""
"13348";"GM1952";"2003JJ00";""
"13349";"GM1952";"2004JJ00";""
"13350";"GM1952";"2005JJ00";""
"13351";"GM1952";"2006JJ00";""
"13352";"GM1952";"2007JJ00";""
"13353";"GM1952";"2008JJ00";""
"13354";"GM1952";"2009JJ00";""
"13355";"GM1952";"2010JJ00";""
"13356";"GM1952";"2011JJ00";""
"13357";"GM1952";"2012JJ00";""
"13358";"GM1952";"2013JJ00";""
"13359";"GM1952";"2014JJ00";""
"13360";"GM1952";"2015JJ00";""
"13361";"GM1952";"2016JJ00";""
"13362";"GM1952";"2017JJ00";""
"13363";"GM1952";"2018JJ00";"     153"
"13364";"GM1952";"2019JJ00";"     167"
"13365";"GM1952";"2020JJ00";"     175"
"13366";"GM1952";"2021JJ00";"     188"
"13367";"GM1952";"2022JJ00";"     206"
"13368";"GM1952";"2023JJ00";"     239"
"13369";"GM0688";"1995JJ00";"       ."
"13370";"GM0688";"1996JJ00";"       ."
"13371";"GM0688";"1997JJ00";""
"13372";"GM0688";"1998JJ00";""
"13373";"GM0688";"1999JJ00";""
"13374";"GM0688";"2000JJ00";""
"13375";"GM0688";"2001JJ00";""
"13376";"GM0688";"2002JJ00";""
"13377";"GM0688";"2003JJ00";""
"13378";"GM0688";"2004JJ00";""
"13379";"GM0688";"2005JJ00";""
"13380";"GM0688";"2006JJ00";""
"13381";"GM0688";"2007JJ00";""
"13382";"GM0688";"2008JJ00";""
"13383";"GM0688";"2009JJ00";""
"13384";"GM0688";"2010JJ00";""
"13385";"GM0688";"2011JJ00";""
"13386";"GM0688";"2012JJ00";""
"13387";"GM0688";"2013JJ00";""
"13388";"GM0688";"2014JJ00";""
"13389";"GM0688";"2015JJ00";""
"13390";"GM0688";"2016JJ00";""
"13391";"GM0688";"2017JJ00";""
"13392";"GM0688";"2018JJ00";""
"13393";"GM0688";"2019JJ00";""
"13394";"GM0688";"2020JJ00";""
"13395";"GM0688";"2021JJ00";""
"13396";"GM0688";"2022JJ00";""
"13397";"GM0688";"2023JJ00";""
"13398";"GM1697";"1995JJ00";""
"13399";"GM1697";"1996JJ00";""
"13400";"GM1697";"1997JJ00";""
"13401";"GM1697";"1998JJ00";"      71"
"13402";"GM1697";"1999JJ00";"      72"
"13403";"GM1697";"2000JJ00";""
"13404";"GM1697";"2001JJ00";""
"13405";"GM1697";"2002JJ00";""
"13406";"GM1697";"2003JJ00";""
"13407";"GM1697";"2004JJ00";""
"13408";"GM1697";"2005JJ00";""
"13409";"GM1697";"2006JJ00";""
"13410";"GM1697";"2007JJ00";""
"13411";"GM1697";"2008JJ00";""
"13412";"GM1697";"2009JJ00";""
"13413";"GM1697";"2010JJ00";""
"13414";"GM1697";"2011JJ00";""
"13415";"GM1697";"2012JJ00";""
"13416";"GM1697";"2013JJ00";""
"13417";"GM1697";"2014JJ00";""
"13418";"GM1697";"2015JJ00";""
"13419";"GM1697";"2016JJ00";""
"13420";"GM1697";"2017JJ00";""
"13421";"GM1697";"2018JJ00";""
"13422";"GM1697";"2019JJ00";""
"13423";"GM1697";"2020JJ00";""
"13424";"GM1697";"2021JJ00";""
"13425";"GM1697";"2022JJ00";""
"13426";"GM1697";"2023JJ00";""
"13427";"GM0814";"1995JJ00";"       ."
"13428";"GM0814";"1996JJ00";"       ."
"13429";"GM0814";"1997JJ00";"     106"
"13430";"GM0814";"1998JJ00";"     106"
"13431";"GM0814";"1999JJ00";"     107"
"13432";"GM0814";"2000JJ00";"     107"
"13433";"GM0814";"2001JJ00";"     175"
"13434";"GM0814";"2002JJ00";"     176"
"13435";"GM0814";"2003JJ00";"     176"
"13436";"GM0814";"2004JJ00";""
"13437";"GM0814";"2005JJ00";""
"13438";"GM0814";"2006JJ00";""
"13439";"GM0814";"2007JJ00";""
"13440";"GM0814";"2008JJ00";""
"13441";"GM0814";"2009JJ00";""
"13442";"GM0814";"2010JJ00";""
"13443";"GM0814";"2011JJ00";""
"13444";"GM0814";"2012JJ00";""
"13445";"GM0814";"2013JJ00";""
"13446";"GM0814";"2014JJ00";""
"13447";"GM0814";"2015JJ00";""
"13448";"GM0814";"2016JJ00";""
"13449";"GM0814";"2017JJ00";""
"13450";"GM0814";"2018JJ00";""
"13451";"GM0814";"2019JJ00";""
"13452";"GM0814";"2020JJ00";""
"13453";"GM0814";"2021JJ00";""
"13454";"GM0814";"2022JJ00";""
"13455";"GM0814";"2023JJ00";""
"13456";"GM0815";"1995JJ00";"       ."
"13457";"GM0815";"1996JJ00";"       ."
"13458";"GM0815";"1997JJ00";"     105"
"13459";"GM0815";"1998JJ00";"     104"
"13460";"GM0815";"1999JJ00";"     104"
"13461";"GM0815";"2000JJ00";"     104"
"13462";"GM0815";"2001JJ00";"     178"
"13463";"GM0815";"2002JJ00";"     179"
"13464";"GM0815";"2003JJ00";"     180"
"13465";"GM0815";"2004JJ00";"     181"
"13466";"GM0815";"2005JJ00";"     266"
"13467";"GM0815";"2006JJ00";"     267"
"13468";"GM0815";"2007JJ00";"     292"
"13469";"GM0815";"2008JJ00";"     305"
"13470";"GM0815";"2009JJ00";"     311"
"13471";"GM0815";"2010JJ00";"     305"
"13472";"GM0815";"2011JJ00";"     293"
"13473";"GM0815";"2012JJ00";"     282"
"13474";"GM0815";"2013JJ00";"     271"
"13475";"GM0815";"2014JJ00";"     255"
"13476";"GM0815";"2015JJ00";"     247"
"13477";"GM0815";"2016JJ00";"     238"
"13478";"GM0815";"2017JJ00";"     243"
"13479";"GM0815";"2018JJ00";"     249"
"13480";"GM0815";"2019JJ00";"     266"
"13481";"GM0815";"2020JJ00";"     279"
"13482";"GM0815";"2021JJ00";"     295"
"13483";"GM0815";"2022JJ00";""
"13484";"GM0815";"2023JJ00";""
"13485";"GM0265";"1995JJ00";"       ."
"13486";"GM0265";"1996JJ00";"       ."
"13487";"GM0265";"1997JJ00";"      61"
"13488";"GM0265";"1998JJ00";"      63"
"13489";"GM0265";"1999JJ00";"      63"
"13490";"GM0265";"2000JJ00";"      63"
"13491";"GM0265";"2001JJ00";"     139"
"13492";"GM0265";"2002JJ00";"     140"
"13493";"GM0265";"2003JJ00";"     140"
"13494";"GM0265";"2004JJ00";"     140"
"13495";"GM0265";"2005JJ00";"     205"
"13496";"GM0265";"2006JJ00";"     204"
"13497";"GM0265";"2007JJ00";"     213"
"13498";"GM0265";"2008JJ00";"     221"
"13499";"GM0265";"2009JJ00";"     222"
"13500";"GM0265";"2010JJ00";"     218"
"13501";"GM0265";"2011JJ00";"     210"
"13502";"GM0265";"2012JJ00";"     203"
"13503";"GM0265";"2013JJ00";"     192"
"13504";"GM0265";"2014JJ00";"     178"
"13505";"GM0265";"2015JJ00";""
"13506";"GM0265";"2016JJ00";""
"13507";"GM0265";"2017JJ00";""
"13508";"GM0265";"2018JJ00";""
"13509";"GM0265";"2019JJ00";""
"13510";"GM0265";"2020JJ00";""
"13511";"GM0265";"2021JJ00";""
"13512";"GM0265";"2022JJ00";""
"13513";"GM0265";"2023JJ00";""
"13514";"GM1709";"1995JJ00";""
"13515";"GM1709";"1996JJ00";""
"13516";"GM1709";"1997JJ00";""
"13517";"GM1709";"1998JJ00";""
"13518";"GM1709";"1999JJ00";"      82"
"13519";"GM1709";"2000JJ00";"      82"
"13520";"GM1709";"2001JJ00";"     142"
"13521";"GM1709";"2002JJ00";"     143"
"13522";"GM1709";"2003JJ00";"     144"
"13523";"GM1709";"2004JJ00";"     145"
"13524";"GM1709";"2005JJ00";"     201"
"13525";"GM1709";"2006JJ00";"     200"
"13526";"GM1709";"2007JJ00";"     222"
"13527";"GM1709";"2008JJ00";"     235"
"13528";"GM1709";"2009JJ00";"     244"
"13529";"GM1709";"2010JJ00";"     242"
"13530";"GM1709";"2011JJ00";"     230"
"13531";"GM1709";"2012JJ00";"     226"
"13532";"GM1709";"2013JJ00";"     222"
"13533";"GM1709";"2014JJ00";"     213"
"13534";"GM1709";"2015JJ00";"     206"
"13535";"GM1709";"2016JJ00";"     207"
"13536";"GM1709";"2017JJ00";"     211"
"13537";"GM1709";"2018JJ00";"     219"
"13538";"GM1709";"2019JJ00";"     233"
"13539";"GM1709";"2020JJ00";"     247"
"13540";"GM1709";"2021JJ00";"     263"
"13541";"GM1709";"2022JJ00";"     282"
"13542";"GM1709";"2023JJ00";"     335"
"13543";"GM0816";"1995JJ00";"       ."
"13544";"GM0816";"1996JJ00";"       ."
"13545";"GM0816";"1997JJ00";""
"13546";"GM0816";"1998JJ00";""
"13547";"GM0816";"1999JJ00";""
"13548";"GM0816";"2000JJ00";""
"13549";"GM0816";"2001JJ00";""
"13550";"GM0816";"2002JJ00";""
"13551";"GM0816";"2003JJ00";""
"13552";"GM0816";"2004JJ00";""
"13553";"GM0816";"2005JJ00";""
"13554";"GM0816";"2006JJ00";""
"13555";"GM0816";"2007JJ00";""
"13556";"GM0816";"2008JJ00";""
"13557";"GM0816";"2009JJ00";""
"13558";"GM0816";"2010JJ00";""
"13559";"GM0816";"2011JJ00";""
"13560";"GM0816";"2012JJ00";""
"13561";"GM0816";"2013JJ00";""
"13562";"GM0816";"2014JJ00";""
"13563";"GM0816";"2015JJ00";""
"13564";"GM0816";"2016JJ00";""
"13565";"GM0816";"2017JJ00";""
"13566";"GM0816";"2018JJ00";""
"13567";"GM0816";"2019JJ00";""
"13568";"GM0816";"2020JJ00";""
"13569";"GM0816";"2021JJ00";""
"13570";"GM0816";"2022JJ00";""
"13571";"GM0816";"2023JJ00";""
"13572";"GM1978";"1995JJ00";""
"13573";"GM1978";"1996JJ00";""
"13574";"GM1978";"1997JJ00";""
"13575";"GM1978";"1998JJ00";""
"13576";"GM1978";"1999JJ00";""
"13577";"GM1978";"2000JJ00";""
"13578";"GM1978";"2001JJ00";""
"13579";"GM1978";"2002JJ00";""
"13580";"GM1978";"2003JJ00";""
"13581";"GM1978";"2004JJ00";""
"13582";"GM1978";"2005JJ00";""
"13583";"GM1978";"2006JJ00";""
"13584";"GM1978";"2007JJ00";""
"13585";"GM1978";"2008JJ00";""
"13586";"GM1978";"2009JJ00";""
"13587";"GM1978";"2010JJ00";""
"13588";"GM1978";"2011JJ00";""
"13589";"GM1978";"2012JJ00";""
"13590";"GM1978";"2013JJ00";""
"13591";"GM1978";"2014JJ00";""
"13592";"GM1978";"2015JJ00";""
"13593";"GM1978";"2016JJ00";""
"13594";"GM1978";"2017JJ00";""
"13595";"GM1978";"2018JJ00";""
"13596";"GM1978";"2019JJ00";"     281"
"13597";"GM1978";"2020JJ00";"     290"
"13598";"GM1978";"2021JJ00";"     311"
"13599";"GM1978";"2022JJ00";"     345"
"13600";"GM1978";"2023JJ00";"     389"
"13601";"GM1927";"1995JJ00";""
"13602";"GM1927";"1996JJ00";""
"13603";"GM1927";"1997JJ00";""
"13604";"GM1927";"1998JJ00";""
"13605";"GM1927";"1999JJ00";""
"13606";"GM1927";"2000JJ00";""
"13607";"GM1927";"2001JJ00";""
"13608";"GM1927";"2002JJ00";""
"13609";"GM1927";"2003JJ00";""
"13610";"GM1927";"2004JJ00";""
"13611";"GM1927";"2005JJ00";""
"13612";"GM1927";"2006JJ00";""
"13613";"GM1927";"2007JJ00";""
"13614";"GM1927";"2008JJ00";""
"13615";"GM1927";"2009JJ00";""
"13616";"GM1927";"2010JJ00";""
"13617";"GM1927";"2011JJ00";""
"13618";"GM1927";"2012JJ00";""
"13619";"GM1927";"2013JJ00";"     260"
"13620";"GM1927";"2014JJ00";"     246"
"13621";"GM1927";"2015JJ00";"     241"
"13622";"GM1927";"2016JJ00";"     240"
"13623";"GM1927";"2017JJ00";"     244"
"13624";"GM1927";"2018JJ00";"     249"
"13625";"GM1927";"2019JJ00";""
"13626";"GM1927";"2020JJ00";""
"13627";"GM1927";"2021JJ00";""
"13628";"GM1927";"2022JJ00";""
"13629";"GM1927";"2023JJ00";""
"13630";"GM0562";"1995JJ00";"       ."
"13631";"GM0562";"1996JJ00";"       ."
"13632";"GM0562";"1997JJ00";"      94"
"13633";"GM0562";"1998JJ00";"      94"
"13634";"GM0562";"1999JJ00";"      95"
"13635";"GM0562";"2000JJ00";"      96"
"13636";"GM0562";"2001JJ00";"     147"
"13637";"GM0562";"2002JJ00";"     147"
"13638";"GM0562";"2003JJ00";"     148"
"13639";"GM0562";"2004JJ00";""
"13640";"GM0562";"2005JJ00";""
"13641";"GM0562";"2006JJ00";""
"13642";"GM0562";"2007JJ00";""
"13643";"GM0562";"2008JJ00";""
"13644";"GM0562";"2009JJ00";""
"13645";"GM0562";"2010JJ00";""
"13646";"GM0562";"2011JJ00";""
"13647";"GM0562";"2012JJ00";""
"13648";"GM0562";"2013JJ00";""
"13649";"GM0562";"2014JJ00";""
"13650";"GM0562";"2015JJ00";""
"13651";"GM0562";"2016JJ00";""
"13652";"GM0562";"2017JJ00";""
"13653";"GM0562";"2018JJ00";""
"13654";"GM0562";"2019JJ00";""
"13655";"GM0562";"2020JJ00";""
"13656";"GM0562";"2021JJ00";""
"13657";"GM0562";"2022JJ00";""
"13658";"GM0562";"2023JJ00";""
"13659";"GM1955";"1995JJ00";""
"13660";"GM1955";"1996JJ00";""
"13661";"GM1955";"1997JJ00";""
"13662";"GM1955";"1998JJ00";""
"13663";"GM1955";"1999JJ00";""
"13664";"GM1955";"2000JJ00";""
"13665";"GM1955";"2001JJ00";""
"13666";"GM1955";"2002JJ00";""
"13667";"GM1955";"2003JJ00";""
"13668";"GM1955";"2004JJ00";""
"13669";"GM1955";"2005JJ00";"     225"
"13670";"GM1955";"2006JJ00";"     226"
"13671";"GM1955";"2007JJ00";"     243"
"13672";"GM1955";"2008JJ00";"     255"
"13673";"GM1955";"2009JJ00";"     261"
"13674";"GM1955";"2010JJ00";"     261"
"13675";"GM1955";"2011JJ00";"     255"
"13676";"GM1955";"2012JJ00";"     235"
"13677";"GM1955";"2013JJ00";"     223"
"13678";"GM1955";"2014JJ00";"     208"
"13679";"GM1955";"2015JJ00";"     198"
"13680";"GM1955";"2016JJ00";"     195"
"13681";"GM1955";"2017JJ00";"     196"
"13682";"GM1955";"2018JJ00";"     202"
"13683";"GM1955";"2019JJ00";"     212"
"13684";"GM1955";"2020JJ00";"     221"
"13685";"GM1955";"2021JJ00";"     234"
"13686";"GM1955";"2022JJ00";"     253"
"13687";"GM1955";"2023JJ00";"     282"
"13688";"GM0335";"1995JJ00";"       ."
"13689";"GM0335";"1996JJ00";"       ."
"13690";"GM0335";"1997JJ00";"      90"
"13691";"GM0335";"1998JJ00";"      90"
"13692";"GM0335";"1999JJ00";"      89"
"13693";"GM0335";"2000JJ00";"      91"
"13694";"GM0335";"2001JJ00";"     170"
"13695";"GM0335";"2002JJ00";"     170"
"13696";"GM0335";"2003JJ00";"     173"
"13697";"GM0335";"2004JJ00";"     174"
"13698";"GM0335";"2005JJ00";"     259"
"13699";"GM0335";"2006JJ00";"     260"
"13700";"GM0335";"2007JJ00";"     272"
"13701";"GM0335";"2008JJ00";"     291"
"13702";"GM0335";"2009JJ00";"     307"
"13703";"GM0335";"2010JJ00";"     311"
"13704";"GM0335";"2011JJ00";"     299"
"13705";"GM0335";"2012JJ00";"     298"
"13706";"GM0335";"2013JJ00";"     288"
"13707";"GM0335";"2014JJ00";"     263"
"13708";"GM0335";"2015JJ00";"     254"
"13709";"GM0335";"2016JJ00";"     256"
"13710";"GM0335";"2017JJ00";"     260"
"13711";"GM0335";"2018JJ00";"     272"
"13712";"GM0335";"2019JJ00";"     295"
"13713";"GM0335";"2020JJ00";"     316"
"13714";"GM0335";"2021JJ00";"     338"
"13715";"GM0335";"2022JJ00";"     370"
"13716";"GM0335";"2023JJ00";"     427"
"13717";"GM0944";"1995JJ00";"       ."
"13718";"GM0944";"1996JJ00";"       ."
"13719";"GM0944";"1997JJ00";"     118"
"13720";"GM0944";"1998JJ00";"     119"
"13721";"GM0944";"1999JJ00";"     119"
"13722";"GM0944";"2000JJ00";"     119"
"13723";"GM0944";"2001JJ00";"     189"
"13724";"GM0944";"2002JJ00";"     190"
"13725";"GM0944";"2003JJ00";"     190"
"13726";"GM0944";"2004JJ00";"     188"
"13727";"GM0944";"2005JJ00";"     287"
"13728";"GM0944";"2006JJ00";"     286"
"13729";"GM0944";"2007JJ00";"     302"
"13730";"GM0944";"2008JJ00";"     316"
"13731";"GM0944";"2009JJ00";"     327"
"13732";"GM0944";"2010JJ00";"     326"
"13733";"GM0944";"2011JJ00";"     318"
"13734";"GM0944";"2012JJ00";"     310"
"13735";"GM0944";"2013JJ00";"     295"
"13736";"GM0944";"2014JJ00";"     276"
"13737";"GM0944";"2015JJ00";"     261"
"13738";"GM0944";"2016JJ00";"     258"
"13739";"GM0944";"2017JJ00";"     265"
"13740";"GM0944";"2018JJ00";"     277"
"13741";"GM0944";"2019JJ00";"     293"
"13742";"GM0944";"2020JJ00";"     310"
"13743";"GM0944";"2021JJ00";"     325"
"13744";"GM0944";"2022JJ00";"     349"
"13745";"GM0944";"2023JJ00";"     424"
"13746";"GM0563";"1995JJ00";"       ."
"13747";"GM0563";"1996JJ00";"       ."
"13748";"GM0563";"1997JJ00";"      83"
"13749";"GM0563";"1998JJ00";"      83"
"13750";"GM0563";"1999JJ00";"      84"
"13751";"GM0563";"2000JJ00";"      86"
"13752";"GM0563";"2001JJ00";"     152"
"13753";"GM0563";"2002JJ00";"     153"
"13754";"GM0563";"2003JJ00";"     154"
"13755";"GM0563";"2004JJ00";"     153"
"13756";"GM0563";"2005JJ00";"     221"
"13757";"GM0563";"2006JJ00";"     224"
"13758";"GM0563";"2007JJ00";"     238"
"13759";"GM0563";"2008JJ00";"     256"
"13760";"GM0563";"2009JJ00";"     259"
"13761";"GM0563";"2010JJ00";""
"13762";"GM0563";"2011JJ00";""
"13763";"GM0563";"2012JJ00";""
"13764";"GM0563";"2013JJ00";""
"13765";"GM0563";"2014JJ00";""
"13766";"GM0563";"2015JJ00";""
"13767";"GM0563";"2016JJ00";""
"13768";"GM0563";"2017JJ00";""
"13769";"GM0563";"2018JJ00";""
"13770";"GM0563";"2019JJ00";""
"13771";"GM0563";"2020JJ00";""
"13772";"GM0563";"2021JJ00";""
"13773";"GM0563";"2022JJ00";""
"13774";"GM0563";"2023JJ00";""
"13775";"GM0424";"1995JJ00";"       ."
"13776";"GM0424";"1996JJ00";"       ."
"13777";"GM0424";"1997JJ00";"     105"
"13778";"GM0424";"1998JJ00";"     105"
"13779";"GM0424";"1999JJ00";"     106"
"13780";"GM0424";"2000JJ00";"     106"
"13781";"GM0424";"2001JJ00";"     219"
"13782";"GM0424";"2002JJ00";"     219"
"13783";"GM0424";"2003JJ00";"     218"
"13784";"GM0424";"2004JJ00";"     218"
"13785";"GM0424";"2005JJ00";"     314"
"13786";"GM0424";"2006JJ00";"     313"
"13787";"GM0424";"2007JJ00";"     327"
"13788";"GM0424";"2008JJ00";"     358"
"13789";"GM0424";"2009JJ00";"     372"
"13790";"GM0424";"2010JJ00";"     372"
"13791";"GM0424";"2011JJ00";"     362"
"13792";"GM0424";"2012JJ00";"     353"
"13793";"GM0424";"2013JJ00";"     332"
"13794";"GM0424";"2014JJ00";"     306"
"13795";"GM0424";"2015JJ00";"     298"
"13796";"GM0424";"2016JJ00";""
"13797";"GM0424";"2017JJ00";""
"13798";"GM0424";"2018JJ00";""
"13799";"GM0424";"2019JJ00";""
"13800";"GM0424";"2020JJ00";""
"13801";"GM0424";"2021JJ00";""
"13802";"GM0424";"2022JJ00";""
"13803";"GM0424";"2023JJ00";""
"13804";"GM0565";"1995JJ00";"       ."
"13805";"GM0565";"1996JJ00";"       ."
"13806";"GM0565";"1997JJ00";"      94"
"13807";"GM0565";"1998JJ00";"      95"
"13808";"GM0565";"1999JJ00";"      96"
"13809";"GM0565";"2000JJ00";"      98"
"13810";"GM0565";"2001JJ00";"     154"
"13811";"GM0565";"2002JJ00";"     154"
"13812";"GM0565";"2003JJ00";"     154"
"13813";"GM0565";"2004JJ00";""
"13814";"GM0565";"2005JJ00";""
"13815";"GM0565";"2006JJ00";""
"13816";"GM0565";"2007JJ00";""
"13817";"GM0565";"2008JJ00";""
"13818";"GM0565";"2009JJ00";""
"13819";"GM0565";"2010JJ00";""
"13820";"GM0565";"2011JJ00";""
"13821";"GM0565";"2012JJ00";""
"13822";"GM0565";"2013JJ00";""
"13823";"GM0565";"2014JJ00";""
"13824";"GM0565";"2015JJ00";""
"13825";"GM0565";"2016JJ00";""
"13826";"GM0565";"2017JJ00";""
"13827";"GM0565";"2018JJ00";""
"13828";"GM0565";"2019JJ00";""
"13829";"GM0565";"2020JJ00";""
"13830";"GM0565";"2021JJ00";""
"13831";"GM0565";"2022JJ00";""
"13832";"GM0565";"2023JJ00";""
"13833";"GM0425";"1995JJ00";"       ."
"13834";"GM0425";"1996JJ00";"       ."
"13835";"GM0425";"1997JJ00";"     147"
"13836";"GM0425";"1998JJ00";"     145"
"13837";"GM0425";"1999JJ00";"     145"
"13838";"GM0425";"2000JJ00";"     145"
"13839";"GM0425";"2001JJ00";"     244"
"13840";"GM0425";"2002JJ00";"     244"
"13841";"GM0425";"2003JJ00";"     245"
"13842";"GM0425";"2004JJ00";"     245"
"13843";"GM0425";"2005JJ00";"     352"
"13844";"GM0425";"2006JJ00";"     354"
"13845";"GM0425";"2007JJ00";"     379"
"13846";"GM0425";"2008JJ00";"     419"
"13847";"GM0425";"2009JJ00";"     436"
"13848";"GM0425";"2010JJ00";"     442"
"13849";"GM0425";"2011JJ00";"     428"
"13850";"GM0425";"2012JJ00";"     413"
"13851";"GM0425";"2013JJ00";"     390"
"13852";"GM0425";"2014JJ00";"     367"
"13853";"GM0425";"2015JJ00";"     367"
"13854";"GM0425";"2016JJ00";""
"13855";"GM0425";"2017JJ00";""
"13856";"GM0425";"2018JJ00";""
"13857";"GM0425";"2019JJ00";""
"13858";"GM0425";"2020JJ00";""
"13859";"GM0425";"2021JJ00";""
"13860";"GM0425";"2022JJ00";""
"13861";"GM0425";"2023JJ00";""
"13862";"GM1740";"1995JJ00";""
"13863";"GM1740";"1996JJ00";""
"13864";"GM1740";"1997JJ00";""
"13865";"GM1740";"1998JJ00";""
"13866";"GM1740";"1999JJ00";""
"13867";"GM1740";"2000JJ00";""
"13868";"GM1740";"2001JJ00";""
"13869";"GM1740";"2002JJ00";""
"13870";"GM1740";"2003JJ00";""
"13871";"GM1740";"2004JJ00";"     157"
"13872";"GM1740";"2005JJ00";"     232"
"13873";"GM1740";"2006JJ00";"     231"
"13874";"GM1740";"2007JJ00";"     247"
